ECG,time
2978,2023-09-14 00:03:05.374000000
976,2023-09-14 00:03:05.370000000
2266,2023-09-14 00:03:05.366000000
3203,2023-09-14 00:03:05.363000000
1515,2023-09-14 00:03:05.353000000
233,2023-09-14 00:03:05.351000000
1353,2023-09-14 00:03:05.349000000
672,2023-09-14 00:03:05.349000000
2026,2023-09-14 00:03:05.342000000
1424,2023-09-14 00:03:05.342000000
2674,2023-09-14 00:03:05.330000000
2672,2023-09-14 00:03:05.328000000
3155,2023-09-14 00:03:05.328000000
3027,2023-09-14 00:03:05.320000000
1932,2023-09-14 00:03:05.214000000
678,2023-09-14 00:03:05.207000000
2893,2023-09-14 00:03:05.199000000
928,2023-09-14 00:03:05.196000000
411,2023-09-14 00:03:05.194000000
2298,2023-09-14 00:03:05.191000000
3119,2023-09-14 00:03:05.191000000
1413,2023-09-14 00:03:05.189000000
2181,2023-09-14 00:03:05.188000000
581,2023-09-14 00:03:05.182000000
2608,2023-09-14 00:03:05.170000000
1287,2023-09-14 00:03:05.077000000
2800,2023-09-14 00:03:05.055000000
863,2023-09-14 00:03:05.026000000
3301,2023-09-14 00:03:05.019000000
729,2023-09-14 00:03:05.019000000
550,2023-09-14 00:03:04.998000000
537,2023-09-14 00:03:04.997000000
896,2023-09-14 00:03:04.996000000
1365,2023-09-14 00:03:04.974000000
1509,2023-09-14 00:03:04.959000000
677,2023-09-14 00:03:04.958000000
3257,2023-09-14 00:03:04.934000000
833,2023-09-14 00:03:04.931000000
3419,2023-09-14 00:03:04.922000000
319,2023-09-14 00:03:04.909000000
858,2023-09-14 00:03:04.896000000
1584,2023-09-14 00:03:04.887000000
925,2023-09-14 00:03:04.884000000
1370,2023-09-14 00:03:04.878000000
2358,2023-09-14 00:03:04.878000000
3136,2023-09-14 00:03:04.860000000
207,2023-09-14 00:03:04.841000000
1481,2023-09-14 00:03:04.829000000
403,2023-09-14 00:03:04.828000000
2667,2023-09-14 00:03:04.812000000
2671,2023-09-14 00:03:04.798000000
608,2023-09-14 00:03:04.776000000
3539,2023-09-14 00:03:04.774000000
2751,2023-09-14 00:03:04.756000000
2352,2023-09-14 00:03:04.755000000
1083,2023-09-14 00:03:04.754000000
365,2023-09-14 00:03:04.736000000
2038,2023-09-14 00:03:04.729000000
2853,2023-09-14 00:03:04.715000000
1226,2023-09-14 00:03:04.713000000
1727,2023-09-14 00:03:04.713000000
3114,2023-09-14 00:03:04.711000000
1006,2023-09-14 00:03:04.704000000
1765,2023-09-14 00:03:04.700000000
3109,2023-09-14 00:03:04.655000000
646,2023-09-14 00:03:04.653000000
2183,2023-09-14 00:03:04.644000000
1506,2023-09-14 00:03:04.635000000
2917,2023-09-14 00:03:04.618000000
3295,2023-09-14 00:03:04.600000000
1095,2023-09-14 00:03:04.592000000
1347,2023-09-14 00:03:04.588000000
2379,2023-09-14 00:03:04.565000000
3136,2023-09-14 00:03:04.561000000
798,2023-09-14 00:03:04.553000000
2106,2023-09-14 00:03:04.552000000
341,2023-09-14 00:03:04.550000000
1206,2023-09-14 00:03:04.548000000
2407,2023-09-14 00:03:04.533000000
1094,2023-09-14 00:03:04.516000000
1127,2023-09-14 00:03:04.507000000
3159,2023-09-14 00:03:04.505000000
2869,2023-09-14 00:03:04.484000000
622,2023-09-14 00:03:04.475000000
1735,2023-09-14 00:03:04.467000000
503,2023-09-14 00:03:04.450000000
1186,2023-09-14 00:03:04.448000000
1787,2023-09-14 00:03:04.447000000
2541,2023-09-14 00:03:04.446000000
3294,2023-09-14 00:03:04.432000000
491,2023-09-14 00:03:04.422000000
3298,2023-09-14 00:03:04.418000000
2366,2023-09-14 00:03:04.399000000
950,2023-09-14 00:03:04.380000000
399,2023-09-14 00:03:04.365000000
3340,2023-09-14 00:03:04.361000000
1591,2023-09-14 00:03:04.352000000
2817,2023-09-14 00:03:04.341000000
459,2023-09-14 00:03:04.331000000
755,2023-09-14 00:03:04.320000000
2591,2023-09-14 00:03:04.310000000
981,2023-09-14 00:03:04.309000000
1971,2023-09-14 00:03:04.304000000
3351,2023-09-14 00:03:04.280000000
2773,2023-09-14 00:03:04.277000000
2443,2023-09-14 00:03:04.267000000
3031,2023-09-14 00:03:04.267000000
1077,2023-09-14 00:03:04.261000000
1811,2023-09-14 00:03:04.258000000
1079,2023-09-14 00:03:04.243000000
2272,2023-09-14 00:03:04.213000000
573,2023-09-14 00:03:04.212000000
433,2023-09-14 00:03:04.211000000
1389,2023-09-14 00:03:04.199000000
1717,2023-09-14 00:03:04.191000000
1997,2023-09-14 00:03:04.183000000
2587,2023-09-14 00:03:04.183000000
539,2023-09-14 00:03:04.177000000
1335,2023-09-14 00:03:04.175000000
3549,2023-09-14 00:03:04.172000000
2735,2023-09-14 00:03:04.171000000
1984,2023-09-14 00:03:04.164000000
841,2023-09-14 00:03:04.160000000
2673,2023-09-14 00:03:04.148000000
2666,2023-09-14 00:03:04.122000000
3142,2023-09-14 00:03:04.118000000
3175,2023-09-14 00:03:04.113000000
399,2023-09-14 00:03:04.072000000
974,2023-09-14 00:03:04.070000000
3252,2023-09-14 00:03:04.062000000
705,2023-09-14 00:03:04.060000000
2946,2023-09-14 00:03:04.056000000
3024,2023-09-14 00:03:04.049000000
1967,2023-09-14 00:03:04.048000000
1903,2023-09-14 00:03:04.045000000
1280,2023-09-14 00:03:04.044000000
599,2023-09-14 00:03:04.040000000
2352,2023-09-14 00:03:04.039000000
2667,2023-09-14 00:03:04.037000000
2192,2023-09-14 00:03:04.035000000
3188,2023-09-14 00:03:04.034000000
2090,2023-09-14 00:03:04.023000000
307,2023-09-14 00:03:03.970000000
765,2023-09-14 00:03:03.907000000
1591,2023-09-14 00:03:03.893000000
2225,2023-09-14 00:03:03.885000000
3001,2023-09-14 00:03:03.884000000
1278,2023-09-14 00:03:03.882000000
946,2023-09-14 00:03:03.879000000
3056,2023-09-14 00:03:03.877000000
2154,2023-09-14 00:03:03.874000000
623,2023-09-14 00:03:03.869000000
333,2023-09-14 00:03:03.867000000
2141,2023-09-14 00:03:03.832000000
961,2023-09-14 00:03:03.791000000
643,2023-09-14 00:03:03.784000000
2262,2023-09-14 00:03:03.740000000
1070,2023-09-14 00:03:03.729000000
3028,2023-09-14 00:03:03.725000000
3070,2023-09-14 00:03:03.711000000
721,2023-09-14 00:03:03.702000000
2405,2023-09-14 00:03:03.691000000
1187,2023-09-14 00:03:03.689000000
534,2023-09-14 00:03:03.678000000
2699,2023-09-14 00:03:03.663000000
1827,2023-09-14 00:03:03.651000000
891,2023-09-14 00:03:03.650000000
999,2023-09-14 00:03:03.631000000
1786,2023-09-14 00:03:03.618000000
2417,2023-09-14 00:03:03.616000000
2386,2023-09-14 00:03:03.605000000
709,2023-09-14 00:03:03.601000000
1159,2023-09-14 00:03:03.598000000
0,2023-09-14 00:03:03.598000000
2960,2023-09-14 00:03:03.560000000
3053,2023-09-14 00:03:03.559000000
2789,2023-09-14 00:03:03.550000000
380,2023-09-14 00:03:03.546000000
423,2023-09-14 00:03:03.546000000
2640,2023-09-14 00:03:03.526000000
2515,2023-09-14 00:03:03.498000000
917,2023-09-14 00:03:03.494000000
1795,2023-09-14 00:03:03.484000000
3115,2023-09-14 00:03:03.482000000
2421,2023-09-14 00:03:03.466000000
993,2023-09-14 00:03:03.444000000
382,2023-09-14 00:03:03.443000000
2253,2023-09-14 00:03:03.431000000
367,2023-09-14 00:03:03.425000000
3259,2023-09-14 00:03:03.419000000
422,2023-09-14 00:03:03.403000000
890,2023-09-14 00:03:03.400000000
891,2023-09-14 00:03:03.379000000
2703,2023-09-14 00:03:03.375000000
3066,2023-09-14 00:03:03.358000000
1942,2023-09-14 00:03:03.358000000
3103,2023-09-14 00:03:03.355000000
2624,2023-09-14 00:03:03.349000000
3135,2023-09-14 00:03:03.333000000
750,2023-09-14 00:03:03.327000000
291,2023-09-14 00:03:03.322000000
2992,2023-09-14 00:03:03.297000000
907,2023-09-14 00:03:03.296000000
2933,2023-09-14 00:03:03.291000000
1477,2023-09-14 00:03:03.290000000
2336,2023-09-14 00:03:03.276000000
2906,2023-09-14 00:03:03.273000000
1506,2023-09-14 00:03:03.272000000
1904,2023-09-14 00:03:03.269000000
729,2023-09-14 00:03:03.257000000
595,2023-09-14 00:03:03.255000000
1202,2023-09-14 00:03:03.250000000
3152,2023-09-14 00:03:03.239000000
560,2023-09-14 00:03:03.220000000
1853,2023-09-14 00:03:03.218000000
2907,2023-09-14 00:03:03.215000000
3103,2023-09-14 00:03:03.214000000
2511,2023-09-14 00:03:03.212000000
1712,2023-09-14 00:03:03.212000000
2939,2023-09-14 00:03:03.182000000
3042,2023-09-14 00:03:03.108000000
1169,2023-09-14 00:03:03.101000000
3179,2023-09-14 00:03:03.094000000
3046,2023-09-14 00:03:03.076000000
257,2023-09-14 00:03:03.075000000
3037,2023-09-14 00:03:03.064000000
697,2023-09-14 00:03:03.050000000
960,2023-09-14 00:03:03.048000000
860,2023-09-14 00:03:03.044000000
0,2023-09-14 00:03:03.034000000
2333,2023-09-14 00:03:03.021000000
464,2023-09-14 00:03:03.016000000
1214,2023-09-14 00:03:03.002000000
2624,2023-09-14 00:03:02.991000000
2381,2023-09-14 00:03:02.986000000
2617,2023-09-14 00:03:02.982000000
297,2023-09-14 00:03:02.969000000
848,2023-09-14 00:03:02.955000000
798,2023-09-14 00:03:02.952000000
1525,2023-09-14 00:03:02.938000000
1462,2023-09-14 00:03:02.922000000
3266,2023-09-14 00:03:02.912000000
3108,2023-09-14 00:03:02.911000000
781,2023-09-14 00:03:02.881000000
2110,2023-09-14 00:03:02.877000000
3125,2023-09-14 00:03:02.872000000
391,2023-09-14 00:03:02.872000000
3312,2023-09-14 00:03:02.856000000
2736,2023-09-14 00:03:02.845000000
1594,2023-09-14 00:03:02.843000000
460,2023-09-14 00:03:02.831000000
1488,2023-09-14 00:03:02.825000000
1741,2023-09-14 00:03:02.817000000
1088,2023-09-14 00:03:02.810000000
432,2023-09-14 00:03:02.806000000
2801,2023-09-14 00:03:02.783000000
453,2023-09-14 00:03:02.781000000
501,2023-09-14 00:03:02.778000000
2730,2023-09-14 00:03:02.763000000
1520,2023-09-14 00:03:02.752000000
1174,2023-09-14 00:03:02.741000000
3345,2023-09-14 00:03:02.740000000
751,2023-09-14 00:03:02.715000000
556,2023-09-14 00:03:02.711000000
2106,2023-09-14 00:03:02.701000000
1504,2023-09-14 00:03:02.694000000
411,2023-09-14 00:03:02.688000000
3159,2023-09-14 00:03:02.682000000
2427,2023-09-14 00:03:02.628000000
3426,2023-09-14 00:03:02.622000000
1071,2023-09-14 00:03:02.615000000
2142,2023-09-14 00:03:02.615000000
3399,2023-09-14 00:03:02.600000000
2391,2023-09-14 00:03:02.594000000
3646,2023-09-14 00:03:02.584000000
2959,2023-09-14 00:03:02.574000000
593,2023-09-14 00:03:02.573000000
1141,2023-09-14 00:03:02.568000000
3278,2023-09-14 00:03:02.543000000
3410,2023-09-14 00:03:02.537000000
943,2023-09-14 00:03:02.537000000
3504,2023-09-14 00:03:02.530000000
1031,2023-09-14 00:03:02.500000000
2523,2023-09-14 00:03:02.495000000
2288,2023-09-14 00:03:02.490000000
2771,2023-09-14 00:03:02.471000000
3424,2023-09-14 00:03:02.455000000
1238,2023-09-14 00:03:02.447000000
1891,2023-09-14 00:03:02.431000000
918,2023-09-14 00:03:02.429000000
2631,2023-09-14 00:03:02.428000000
2683,2023-09-14 00:03:02.422000000
559,2023-09-14 00:03:02.420000000
2731,2023-09-14 00:03:02.418000000
1488,2023-09-14 00:03:02.412000000
2736,2023-09-14 00:03:02.411000000
1456,2023-09-14 00:03:02.399000000
3156,2023-09-14 00:03:02.384000000
2286,2023-09-14 00:03:02.363000000
369,2023-09-14 00:03:02.354000000
791,2023-09-14 00:03:02.351000000
882,2023-09-14 00:03:02.329000000
2131,2023-09-14 00:03:02.327000000
1483,2023-09-14 00:03:02.322000000
3142,2023-09-14 00:03:02.303000000
2896,2023-09-14 00:03:02.297000000
979,2023-09-14 00:03:02.291000000
942,2023-09-14 00:03:02.278000000
1616,2023-09-14 00:03:02.274000000
463,2023-09-14 00:03:02.240000000
1393,2023-09-14 00:03:02.235000000
574,2023-09-14 00:03:02.233000000
1611,2023-09-14 00:03:02.229000000
528,2023-09-14 00:03:02.211000000
863,2023-09-14 00:03:02.207000000
754,2023-09-14 00:03:02.195000000
676,2023-09-14 00:03:02.194000000
2168,2023-09-14 00:03:02.187000000
2010,2023-09-14 00:03:02.178000000
381,2023-09-14 00:03:02.159000000
1375,2023-09-14 00:03:02.156000000
1477,2023-09-14 00:03:02.136000000
1298,2023-09-14 00:03:02.130000000
1159,2023-09-14 00:03:02.129000000
2303,2023-09-14 00:03:02.120000000
465,2023-09-14 00:03:02.116000000
657,2023-09-14 00:03:02.115000000
917,2023-09-14 00:03:02.088000000
2251,2023-09-14 00:03:02.085000000
347,2023-09-14 00:03:02.074000000
1011,2023-09-14 00:03:02.054000000
727,2023-09-14 00:03:02.037000000
1503,2023-09-14 00:03:02.032000000
3215,2023-09-14 00:03:02.031000000
2363,2023-09-14 00:03:02.031000000
3007,2023-09-14 00:03:02.030000000
2204,2023-09-14 00:03:02.009000000
1583,2023-09-14 00:03:02.002000000
2987,2023-09-14 00:03:02.000000000
2769,2023-09-14 00:03:01.997000000
3399,2023-09-14 00:03:01.995000000
3461,2023-09-14 00:03:01.993000000
3071,2023-09-14 00:03:01.931000000
1995,2023-09-14 00:03:01.895000000
1547,2023-09-14 00:03:01.885000000
624,2023-09-14 00:03:01.869000000
1449,2023-09-14 00:03:01.861000000
3401,2023-09-14 00:03:01.847000000
2827,2023-09-14 00:03:01.845000000
1734,2023-09-14 00:03:01.834000000
704,2023-09-14 00:03:01.822000000
666,2023-09-14 00:03:01.818000000
2005,2023-09-14 00:03:01.806000000
1532,2023-09-14 00:03:01.791000000
1581,2023-09-14 00:03:01.786000000
2771,2023-09-14 00:03:01.786000000
379,2023-09-14 00:03:01.784000000
1803,2023-09-14 00:03:01.761000000
2174,2023-09-14 00:03:01.758000000
2263,2023-09-14 00:03:01.755000000
2800,2023-09-14 00:03:01.753000000
3161,2023-09-14 00:03:01.736000000
1443,2023-09-14 00:03:01.714000000
400,2023-09-14 00:03:01.691000000
675,2023-09-14 00:03:01.690000000
256,2023-09-14 00:03:01.686000000
2896,2023-09-14 00:03:01.686000000
1293,2023-09-14 00:03:01.654000000
1463,2023-09-14 00:03:01.652000000
1038,2023-09-14 00:03:01.638000000
2851,2023-09-14 00:03:01.621000000
564,2023-09-14 00:03:01.621000000
223,2023-09-14 00:03:01.606000000
3328,2023-09-14 00:03:01.591000000
3159,2023-09-14 00:03:01.586000000
2867,2023-09-14 00:03:01.582000000
1682,2023-09-14 00:03:01.579000000
656,2023-09-14 00:03:01.569000000
393,2023-09-14 00:03:01.565000000
2750,2023-09-14 00:03:01.552000000
1774,2023-09-14 00:03:01.534000000
1130,2023-09-14 00:03:01.525000000
301,2023-09-14 00:03:01.501000000
2633,2023-09-14 00:03:01.498000000
830,2023-09-14 00:03:01.491000000
1358,2023-09-14 00:03:01.490000000
213,2023-09-14 00:03:01.478000000
2070,2023-09-14 00:03:01.469000000
2958,2023-09-14 00:03:01.446000000
2215,2023-09-14 00:03:01.436000000
995,2023-09-14 00:03:01.435000000
1648,2023-09-14 00:03:01.428000000
661,2023-09-14 00:03:01.419000000
676,2023-09-14 00:03:01.410000000
1229,2023-09-14 00:03:01.397000000
657,2023-09-14 00:03:01.395000000
2995,2023-09-14 00:03:01.385000000
1569,2023-09-14 00:03:01.376000000
449,2023-09-14 00:03:01.370000000
1514,2023-09-14 00:03:01.359000000
890,2023-09-14 00:03:01.353000000
3013,2023-09-14 00:03:01.313000000
2387,2023-09-14 00:03:01.309000000
2863,2023-09-14 00:03:01.297000000
2205,2023-09-14 00:03:01.291000000
1961,2023-09-14 00:03:01.288000000
624,2023-09-14 00:03:01.278000000
1104,2023-09-14 00:03:01.252000000
337,2023-09-14 00:03:01.248000000
2909,2023-09-14 00:03:01.237000000
1648,2023-09-14 00:03:01.232000000
2550,2023-09-14 00:03:01.213000000
2293,2023-09-14 00:03:01.212000000
2927,2023-09-14 00:03:01.211000000
2735,2023-09-14 00:03:01.211000000
3327,2023-09-14 00:03:01.205000000
1693,2023-09-14 00:03:01.192000000
382,2023-09-14 00:03:01.192000000
1199,2023-09-14 00:03:01.140000000
695,2023-09-14 00:03:01.129000000
425,2023-09-14 00:03:01.128000000
1294,2023-09-14 00:03:01.127000000
3250,2023-09-14 00:03:01.109000000
2350,2023-09-14 00:03:01.104000000
1501,2023-09-14 00:03:01.103000000
2138,2023-09-14 00:03:01.103000000
3276,2023-09-14 00:03:01.093000000
881,2023-09-14 00:03:01.060000000
2378,2023-09-14 00:03:01.054000000
1625,2023-09-14 00:03:01.053000000
1079,2023-09-14 00:03:01.050000000
3052,2023-09-14 00:03:01.048000000
1020,2023-09-14 00:03:01.022000000
1803,2023-09-14 00:03:01.021000000
2121,2023-09-14 00:03:01.012000000
770,2023-09-14 00:03:01.011000000
447,2023-09-14 00:03:01.010000000
1417,2023-09-14 00:03:01.009000000
2810,2023-09-14 00:03:01.006000000
1290,2023-09-14 00:03:01.002000000
3199,2023-09-14 00:03:00.925000000
453,2023-09-14 00:03:00.921000000
3126,2023-09-14 00:03:00.915000000
2128,2023-09-14 00:03:00.911000000
817,2023-09-14 00:03:00.909000000
1690,2023-09-14 00:03:00.903000000
3380,2023-09-14 00:03:00.885000000
3214,2023-09-14 00:03:00.862000000
2767,2023-09-14 00:03:00.859000000
1468,2023-09-14 00:03:00.843000000
1917,2023-09-14 00:03:00.833000000
505,2023-09-14 00:03:00.830000000
1039,2023-09-14 00:03:00.812000000
967,2023-09-14 00:03:00.803000000
2706,2023-09-14 00:03:00.790000000
1535,2023-09-14 00:03:00.778000000
3120,2023-09-14 00:03:00.771000000
1955,2023-09-14 00:03:00.769000000
562,2023-09-14 00:03:00.767000000
1545,2023-09-14 00:03:00.757000000
847,2023-09-14 00:03:00.756000000
3601,2023-09-14 00:03:00.753000000
3183,2023-09-14 00:03:00.732000000
2288,2023-09-14 00:03:00.698000000
2086,2023-09-14 00:03:00.695000000
991,2023-09-14 00:03:00.694000000
2925,2023-09-14 00:03:00.694000000
1901,2023-09-14 00:03:00.684000000
789,2023-09-14 00:03:00.683000000
3130,2023-09-14 00:03:00.674000000
2795,2023-09-14 00:03:00.670000000
1074,2023-09-14 00:03:00.669000000
1708,2023-09-14 00:03:00.663000000
3635,2023-09-14 00:03:00.660000000
2093,2023-09-14 00:03:00.638000000
266,2023-09-14 00:03:00.635000000
3513,2023-09-14 00:03:00.588000000
2143,2023-09-14 00:03:00.574000000
967,2023-09-14 00:03:00.571000000
2912,2023-09-14 00:03:00.555000000
989,2023-09-14 00:03:00.555000000
2859,2023-09-14 00:03:00.543000000
117,2023-09-14 00:03:00.520000000
521,2023-09-14 00:03:00.503000000
752,2023-09-14 00:03:00.494000000
3167,2023-09-14 00:03:00.489000000
2768,2023-09-14 00:03:00.476000000
2569,2023-09-14 00:03:00.474000000
1003,2023-09-14 00:03:00.474000000
2441,2023-09-14 00:03:00.436000000
3100,2023-09-14 00:03:00.436000000
873,2023-09-14 00:03:00.429000000
1664,2023-09-14 00:03:00.427000000
3487,2023-09-14 00:03:00.403000000
2807,2023-09-14 00:03:00.403000000
647,2023-09-14 00:03:00.402000000
702,2023-09-14 00:03:00.400000000
626,2023-09-14 00:03:00.383000000
3138,2023-09-14 00:03:00.372000000
3419,2023-09-14 00:03:00.372000000
2595,2023-09-14 00:03:00.365000000
1168,2023-09-14 00:03:00.332000000
2859,2023-09-14 00:03:00.323000000
3445,2023-09-14 00:03:00.320000000
1498,2023-09-14 00:03:00.315000000
3010,2023-09-14 00:03:00.302000000
1511,2023-09-14 00:03:00.300000000
590,2023-09-14 00:03:00.287000000
688,2023-09-14 00:03:00.285000000
3487,2023-09-14 00:03:00.285000000
1391,2023-09-14 00:03:00.282000000
2064,2023-09-14 00:03:00.276000000
3212,2023-09-14 00:03:00.268000000
2083,2023-09-14 00:03:00.229000000
2531,2023-09-14 00:03:00.207000000
531,2023-09-14 00:03:00.204000000
1061,2023-09-14 00:03:00.189000000
3376,2023-09-14 00:03:00.189000000
647,2023-09-14 00:03:00.188000000
3530,2023-09-14 00:03:00.184000000
2866,2023-09-14 00:03:00.184000000
2437,2023-09-14 00:03:00.182000000
1163,2023-09-14 00:03:00.171000000
2736,2023-09-14 00:03:00.170000000
1490,2023-09-14 00:03:00.133000000
3253,2023-09-14 00:03:00.126000000
1706,2023-09-14 00:03:00.106000000
2082,2023-09-14 00:03:00.089000000
1520,2023-09-14 00:03:00.066000000
906,2023-09-14 00:03:00.065000000
3222,2023-09-14 00:03:00.062000000
3632,2023-09-14 00:03:00.052000000
2103,2023-09-14 00:03:00.046000000
1926,2023-09-14 00:03:00.045000000
1491,2023-09-14 00:03:00.044000000
833,2023-09-14 00:03:00.044000000
752,2023-09-14 00:03:00.043000000
2031,2023-09-14 00:03:00.038000000
1330,2023-09-14 00:03:00.034000000
3167,2023-09-14 00:03:00.017000000
2090,2023-09-14 00:02:59.985000000
598,2023-09-14 00:02:59.959000000
750,2023-09-14 00:02:59.941000000
1106,2023-09-14 00:02:59.935000000
0,2023-09-14 00:02:59.933000000
2127,2023-09-14 00:02:59.926000000
2773,2023-09-14 00:02:59.925000000
1259,2023-09-14 00:02:59.924000000
2771,2023-09-14 00:02:59.923000000
0,2023-09-14 00:02:59.921000000
1826,2023-09-14 00:02:59.918000000
753,2023-09-14 00:02:59.916000000
1756,2023-09-14 00:02:59.908000000
429,2023-09-14 00:02:59.906000000
3376,2023-09-14 00:02:59.903000000
2553,2023-09-14 00:02:59.902000000
3333,2023-09-14 00:02:59.901000000
3499,2023-09-14 00:02:59.819000000
3323,2023-09-14 00:02:59.781000000
571,2023-09-14 00:02:59.770000000
1842,2023-09-14 00:02:59.769000000
761,2023-09-14 00:02:59.766000000
2686,2023-09-14 00:02:59.761000000
1395,2023-09-14 00:02:59.760000000
1196,2023-09-14 00:02:59.758000000
2510,2023-09-14 00:02:59.754000000
613,2023-09-14 00:02:59.749000000
3600,2023-09-14 00:02:59.747000000
506,2023-09-14 00:02:59.678000000
378,2023-09-14 00:02:59.674000000
2877,2023-09-14 00:02:59.666000000
1105,2023-09-14 00:02:59.661000000
1138,2023-09-14 00:02:59.652000000
223,2023-09-14 00:02:59.650000000
848,2023-09-14 00:02:59.635000000
2163,2023-09-14 00:02:59.634000000
2365,2023-09-14 00:02:59.619000000
1395,2023-09-14 00:02:59.605000000
2845,2023-09-14 00:02:59.591000000
3110,2023-09-14 00:02:59.566000000
2359,2023-09-14 00:02:59.565000000
1903,2023-09-14 00:02:59.541000000
432,2023-09-14 00:02:59.537000000
3653,2023-09-14 00:02:59.519000000
3181,2023-09-14 00:02:59.507000000
3367,2023-09-14 00:02:59.505000000
1582,2023-09-14 00:02:59.495000000
2245,2023-09-14 00:02:59.493000000
3130,2023-09-14 00:02:59.485000000
3652,2023-09-14 00:02:59.464000000
3440,2023-09-14 00:02:59.443000000
738,2023-09-14 00:02:59.437000000
2240,2023-09-14 00:02:59.436000000
1547,2023-09-14 00:02:59.435000000
3367,2023-09-14 00:02:59.415000000
1001,2023-09-14 00:02:59.400000000
1678,2023-09-14 00:02:59.393000000
0,2023-09-14 00:02:59.393000000
1607,2023-09-14 00:02:59.389000000
557,2023-09-14 00:02:59.368000000
1239,2023-09-14 00:02:59.358000000
3631,2023-09-14 00:02:59.353000000
1938,2023-09-14 00:02:59.351000000
2490,2023-09-14 00:02:59.344000000
2759,2023-09-14 00:02:59.333000000
885,2023-09-14 00:02:59.324000000
407,2023-09-14 00:02:59.322000000
0,2023-09-14 00:02:59.305000000
917,2023-09-14 00:02:59.259000000
1392,2023-09-14 00:02:59.257000000
1291,2023-09-14 00:02:59.246000000
2816,2023-09-14 00:02:59.241000000
2302,2023-09-14 00:02:59.219000000
784,2023-09-14 00:02:59.216000000
388,2023-09-14 00:02:59.200000000
3214,2023-09-14 00:02:59.199000000
1523,2023-09-14 00:02:59.183000000
495,2023-09-14 00:02:59.178000000
1143,2023-09-14 00:02:59.168000000
2463,2023-09-14 00:02:59.164000000
1667,2023-09-14 00:02:59.158000000
1986,2023-09-14 00:02:59.151000000
3239,2023-09-14 00:02:59.144000000
1326,2023-09-14 00:02:59.138000000
2374,2023-09-14 00:02:59.117000000
695,2023-09-14 00:02:59.098000000
2028,2023-09-14 00:02:59.094000000
2529,2023-09-14 00:02:59.084000000
3123,2023-09-14 00:02:59.078000000
1097,2023-09-14 00:02:59.075000000
2112,2023-09-14 00:02:59.075000000
432,2023-09-14 00:02:59.065000000
2239,2023-09-14 00:02:59.061000000
1833,2023-09-14 00:02:59.058000000
2527,2023-09-14 00:02:59.058000000
477,2023-09-14 00:02:59.034000000
1137,2023-09-14 00:02:59.015000000
1847,2023-09-14 00:02:58.993000000
816,2023-09-14 00:02:58.973000000
2103,2023-09-14 00:02:58.972000000
208,2023-09-14 00:02:58.970000000
724,2023-09-14 00:02:58.955000000
416,2023-09-14 00:02:58.941000000
2943,2023-09-14 00:02:58.939000000
2527,2023-09-14 00:02:58.938000000
160,2023-09-14 00:02:58.928000000
3081,2023-09-14 00:02:58.917000000
723,2023-09-14 00:02:58.901000000
3000,2023-09-14 00:02:58.892000000
1946,2023-09-14 00:02:58.869000000
723,2023-09-14 00:02:58.865000000
2237,2023-09-14 00:02:58.837000000
1323,2023-09-14 00:02:58.823000000
677,2023-09-14 00:02:58.822000000
1949,2023-09-14 00:02:58.817000000
1399,2023-09-14 00:02:58.814000000
2022,2023-09-14 00:02:58.791000000
2842,2023-09-14 00:02:58.791000000
2768,2023-09-14 00:02:58.791000000
2983,2023-09-14 00:02:58.783000000
480,2023-09-14 00:02:58.769000000
571,2023-09-14 00:02:58.768000000
112,2023-09-14 00:02:58.761000000
2021,2023-09-14 00:02:58.733000000
4,2023-09-14 00:02:58.716000000
1090,2023-09-14 00:02:58.715000000
1771,2023-09-14 00:02:58.708000000
1514,2023-09-14 00:02:58.708000000
301,2023-09-14 00:02:58.698000000
977,2023-09-14 00:02:58.693000000
2546,2023-09-14 00:02:58.690000000
247,2023-09-14 00:02:58.689000000
530,2023-09-14 00:02:58.687000000
29,2023-09-14 00:02:58.645000000
795,2023-09-14 00:02:58.616000000
1329,2023-09-14 00:02:58.614000000
0,2023-09-14 00:02:58.612000000
461,2023-09-14 00:02:58.604000000
1697,2023-09-14 00:02:58.601000000
1826,2023-09-14 00:02:58.575000000
367,2023-09-14 00:02:58.564000000
0,2023-09-14 00:02:58.549000000
2447,2023-09-14 00:02:58.544000000
203,2023-09-14 00:02:58.534000000
1060,2023-09-14 00:02:58.528000000
528,2023-09-14 00:02:58.510000000
1857,2023-09-14 00:02:58.508000000
1812,2023-09-14 00:02:58.508000000
0,2023-09-14 00:02:58.490000000
2736,2023-09-14 00:02:58.482000000
2710,2023-09-14 00:02:58.481000000
0,2023-09-14 00:02:58.463000000
2400,2023-09-14 00:02:58.449000000
2523,2023-09-14 00:02:58.442000000
2414,2023-09-14 00:02:58.425000000
854,2023-09-14 00:02:58.407000000
1403,2023-09-14 00:02:58.405000000
1575,2023-09-14 00:02:58.405000000
153,2023-09-14 00:02:58.400000000
0,2023-09-14 00:02:58.386000000
287,2023-09-14 00:02:58.380000000
434,2023-09-14 00:02:58.371000000
2610,2023-09-14 00:02:58.364000000
2135,2023-09-14 00:02:58.361000000
2465,2023-09-14 00:02:58.329000000
1987,2023-09-14 00:02:58.318000000
2587,2023-09-14 00:02:58.314000000
1217,2023-09-14 00:02:58.293000000
1856,2023-09-14 00:02:58.293000000
1989,2023-09-14 00:02:58.290000000
